codice,posizione,specie,varieta,alias,associazione,cod_loc,dimensionamento,dimensioni,qualita,data_ins,data_acq,mod_acq,acquisito_da,costo,luogo_acq,scambiato_per,note,referenza,descrizione,fluor_lw,fluor_sw,radioattivo,tl
2298,undefined,Diopside,-,-,Vesuvianite,Fubina_01,Tipo 1,-,A,31/08/2021,00/00/0000,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2299,undefined,Mitridatite,-,-,-,Copello_01,Tipo 1,-,A,31/08/2021,00/00/0000,undefined,-,0,-,-,-,-,SIUK 1865 - EDS,Not tested,Not tested,Not tested,0
2300,undefined,Calcite,-,-,Pyrite,Crevola_01,Tipo 1,-,A,31/08/2021,00/00/0000,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2301,undefined,Lusernaite-(Y),-,-,-,Montoso_03,Tipo 1,-,AA,31/08/2021,00/00/0000,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2302,undefined,Anatase,-,-,-,Almandora_01,Tipo 4,-,A,24/09/2021,00/00/0000,Scambiato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2303,undefined,Leifite,-,-,Natrolite,Eveslogchorr Mt_01,Tipo 4,-,---,24/09/2021,00/00/0000,Scambiato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2304,undefined,Anatase,-,-,-,Des_Alp_01,Tipo 4,-,---,24/09/2021,00/00/0000,Scambiato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2305,undefined,Tetraferriphlogopite,-,-,Richterite,Kovdor_01,Tipo 4,-,---,24/09/2021,00/00/0000,Scambiato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2306,undefined,Chrysocolla,-,-,Conichalcite,Reconquistada_01,Tipo 4,-,---,24/09/2021,00/00/0000,Scambiato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2307,undefined,Vonsenite,-,-,-,Vulcano_02,Tipo 4,-,AA,24/09/2021,00/00/0000,Scambiato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2308,undefined,Jahnsite-(CaFeMg),-,-,-,Sapucaia_01,Tipo 4,-,---,24/09/2021,00/00/0000,Scambiato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2309,undefined,Vishnevite,-,-,-,Rosati_01,Tipo 4,-,---,24/09/2021,00/00/0000,Scambiato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2310,undefined,Jarosite,-,-,-,Arteal_01,Tipo 4,-,---,24/09/2021,00/00/0000,Scambiato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2311,undefined,Variscite,-,-,phosphosiderite - strengite,Boa_Vista_01,Tipo 4,-,AA,24/09/2021,00/00/0000,Scambiato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2312,undefined,Conichalcite,-,-,Azurite,Reconquistada_01,Tipo 4,-,AA,24/09/2021,00/00/0000,Scambiato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2313,undefined,Grossular,-,-,Diopside,Saint_Veran_01,Tipo 4,-,---,24/09/2021,00/00/0000,Scambiato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2314,undefined,Cacoxenite,-,-,Stewartite,Cigana_01,Tipo 4,-,---,24/09/2021,00/00/0000,Scambiato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2315,undefined,Thorite,-,-,titanite,Capranica_01,Tipo 4,-,---,24/09/2021,00/00/0000,Scambiato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2316,undefined,Zircon,-,-,anatase - ilmenite,Saint-Christophe_01,Tipo 4,-,AA,24/09/2021,00/00/0000,Scambiato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2317,undefined,Valleriite,-,-,-,Brosso_01,Tipo 4,-,C,24/09/2021,18/10/2020,Scambiato,-,0,Robilante,-,-,-,-,Not tested,Not tested,Not tested,0
2318,undefined,Svanbergite,-,-,-,Brosso_02,Tipo 4,-,A,24/09/2021,18/10/2020,Scambiato,-,0,Robilante,-,-,-,-,Not tested,Not tested,Not tested,0
2319,undefined,Euxenite-(Y),-,-,-,Baveno_01,Tipo 4,-,A,24/09/2021,18/10/2020,Scambiato,Carlo Alciati,0,Robilante,-,-,-,-,Not tested,Not tested,Not tested,0
2320,undefined,Euxenite-(Y),-,-,-,Baveno_01,Tipo 4,-,A,24/09/2021,18/10/2020,Scambiato,Carlo Alciati,0,Robilante,-,-,-,-,Not tested,Not tested,Not tested,0
2321,undefined,Pumpellyite-(Fe2+),-,-,-,Baveno_01,Tipo 4,-,B,24/09/2021,18/10/2020,Scambiato,Carlo Alciati,0,Robilante,-,-,-,-,Not tested,Not tested,Not tested,0
2322,undefined,Berthierine,-,-,-,Pereta_01,Tipo 4,-,B,24/09/2021,18/10/2020,Scambiato,-,0,Robilante,-,-,-,-,Not tested,Not tested,Not tested,0
2323,undefined,Cubanite,-,-,diopside - vesuvianite,Piasco_01,Tipo 4,-,A,24/09/2021,18/10/2020,Scambiato,Simone Ferrero,0,Robilante,-,-,-,-,Not tested,Not tested,Not tested,0
2324,undefined,Cubanite,-,-,diopside - titanite,Piasco_01,Tipo 4,-,A,24/09/2021,18/10/2020,Scambiato,Simone Ferrero,0,Robilante,-,-,-,-,Not tested,Not tested,Not tested,0
2325,undefined,Ilmenite,-,-,-,Piasco_01,Tipo 4,-,A,24/09/2021,18/10/2020,Scambiato,Simone Ferrero,0,Robilante,-,-,-,-,Not tested,Not tested,Not tested,0
2326,undefined,Cinnabar,-,-,pyrite,Amiata_01,Tipo 4,-,B,24/09/2021,18/10/2020,Scambiato,-,0,Robilante,-,-,-,-,Not tested,Not tested,Not tested,0
2327,undefined,Cinnabar,-,-,pyrite,Amiata_01,Tipo 1,-,B,24/09/2021,18/10/2020,Scambiato,-,0,Robilante,-,-,-,-,Not tested,Not tested,Not tested,0
2328,undefined,Sphalerite,-,-,-,Benedetto_01,Tipo 1,-,A,24/09/2021,18/10/2020,Scambiato,-,0,Robilante,-,-,-,-,Not tested,Not tested,Not tested,0
2329,undefined,Cerussite,-,-,-,Montevecchio_01,Tipo 1,-,A,24/09/2021,18/10/2020,Scambiato,Marco Macchieraldo,0,Robilante,-,-,-,-,Not tested,Not tested,Not tested,0
2330,undefined,Chalcophyllite,-,-,-,Pierda_01,Tipo 1,-,A,24/09/2021,18/10/2020,Scambiato,Luciano Giri,0,Robilante,-,-,-,-,Not tested,Not tested,Not tested,0
2331,undefined,Gold,-,-,-,Arbaz_01,Tipo 4,-,B,24/09/2021,18/10/2020,Scambiato,Carlo Alciati,0,Robilante,-,-,-,-,Not tested,Not tested,Not tested,0
2332,undefined,Hutchinsonite,-,-,-,Quirivilca_01,Tipo 4,-,A,24/09/2021,18/10/2020,Scambiato,-,0,Robilante,-,-,-,-,Not tested,Not tested,Not tested,0
2333,undefined,Tetrahedrite subgroup,-,-,-,Furtei_01,Tipo 4,-,A,24/09/2021,18/10/2020,Scambiato,Giovanni Berzi,0,Robilante,-,-,-,-,Not tested,Not tested,Not tested,0
2334,undefined,Bassetite,-,-,-,Arcu_01,Tipo 4,-,A,24/09/2021,18/10/2020,Scambiato,Marco Marchesini,0,Robilante,-,-,-,-,Not tested,Not tested,Not tested,0
2335,undefined,Rutile,-,-,-,Devero_01,Tipo 4,-,A,24/09/2021,18/10/2020,Scambiato,-,0,Robilante,-,-,-,-,Not tested,Not tested,Not tested,0
2336,undefined,Hausmannite,-,-,-,Lausetto_01,Tipo 4,-,B,24/09/2021,18/10/2020,Scambiato,-,0,Robilante,-,-,-,-,Not tested,Not tested,Not tested,0
2337,undefined,Celsian,-,-,-,Benallt_01,Tipo 4,-,A,24/09/2021,18/10/2020,Scambiato,Marco Marchesini,0,Robilante,-,-,-,-,Not tested,Not tested,Not tested,0
2338,undefined,Titanite,-,-,glaucofane,Vert_01,Tipo 4,-,AA,24/09/2021,18/10/2020,Scambiato,Marco Macchieraldo,0,Robilante,-,-,-,-,Not tested,Not tested,Not tested,0
2339,undefined,Churchite-(Y),-,-,-,Balzi_01,Tipo 4,-,A,24/09/2021,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2340,undefined,Bazhenovite,-,-,portlandite,Lapanouse_01,Tipo 4,-,A,24/09/2021,08/09/2019,Scambiato,G. Fretti,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2341,undefined,Rutile,-,-,-,Lengenbach_01,Tipo 4,-,A,24/09/2021,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2342,undefined,Titanite,-,-,-,Eifel_Mendig_01,Tipo 4,-,A,24/09/2021,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2343,undefined,Forsterite,-,-,-,Eifel_05,Tipo 4,-,A,24/09/2021,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2344,undefined,Clinochlore,Kammererite (cromifero),-,-,Kop_Daglari_01,Tipo 4,-,A,24/09/2021,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2345,undefined,Wollastonite,-,-,-,Eifel_05,Tipo 4,-,A,24/09/2021,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2346,undefined,Cowlesite,-,-,-,Montresta_01,Tipo 4,-,A,24/09/2021,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2347,undefined,Corundum,-,-,-,Eifel_05,Tipo 4,-,A,24/09/2021,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2348,undefined,Valleriite,-,-,-,Ramazzo_01,Tipo 4,-,B,24/09/2021,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2349,undefined,Lengenbachite,-,-,jordanite,Lengenbach_01,Tipo 4,-,A,24/09/2021,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2350,undefined,Realgar,-,-,lengenbachite,Lengenbach_01,Tipo 4,-,A,24/09/2021,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2351,undefined,Sarkinite,-,-,-,Montenero_02,Tipo 4,-,B,24/09/2021,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2352,undefined,Plumbogummite,-,-,-,Beauvoir_01,Tipo 4,-,A,24/09/2021,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2353,undefined,Creaseyite,-,-,-,Su_Elzu_01,Tipo 4,-,A,24/09/2021,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2354,undefined,Topaz,-,-,Hematite,Conca_Cannas_01,Tipo 4,-,A,24/09/2021,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2355,undefined,Galena,-,-,sphalerite - pyrargyrite,Rivet_01,Tipo 4,-,A,24/09/2021,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2356,undefined,Fluorapatite,-,-,diopside - epidote,Cervandone_01,Tipo 4,-,A,24/09/2021,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2357,undefined,Carminite,-,-,-,Pira_01,Tipo 4,-,A,24/09/2021,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2358,undefined,Roedderite,-,-,-,Eifel_02,Tipo 4,-,A,24/09/2021,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2359,undefined,Karibibite,-,-,-,Oumlil_01,Tipo 4,-,A,24/09/2021,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2360,undefined,Pyromorphite,-,-,crocoite,Cantonnier_01,Tipo 4,-,A,24/09/2021,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2361,undefined,Chalcophyllite,-,-,-,Perda_Niedda_01,Tipo 4,-,A,24/09/2021,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2362,undefined,Montgomeryite,-,-,-,San_Vincenzo_01,Tipo 4,-,A,24/09/2021,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2363,undefined,Cerussite,-,-,-,Sa_Duchessa_01,Tipo 4,-,A,24/09/2021,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2364,undefined,Creaseyite,-,-,-,Sa_Duchessa_01,Tipo 4,-,A,24/09/2021,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2365,undefined,Adamite,-,-,-,San_Pietro_01,Tipo 4,-,A,24/09/2021,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2366,undefined,Tridymite,-,-,-,Eifel_05,Tipo 4,-,A,24/09/2021,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2367,undefined,Bayldonite,-,-,beudantite,Pira_01,Tipo 4,-,A,24/09/2021,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2368,undefined,Galena,-,-,rutile - idrozincite,Lengenbach_01,Tipo 4,-,A,24/09/2021,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2369,undefined,Diopside,-,-,zircon - hematite,Courlande_01,Tipo 4,-,A,24/09/2021,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2370,undefined,Carminite,-,-,-,Lavrion_09,Tipo 4,-,A,24/09/2021,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2371,undefined,Parasymplesite,-,-,-,Corna_01,Tipo 4,-,A,29/09/2021,00/00/0000,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2372,undefined,Népouite,-,-,-,Auriol_01,Tipo 4,-,C,29/09/2021,00/00/0000,Ex analisi,-,0,-,-,-,-,"SIUK4520 - UKPBR136aSampe - EDS 23/06/2015
",Not tested,Not tested,Not tested,0
2373,undefined,Népouite,-,-,-,Auriol_01,Tipo 4,-,C,29/09/2021,00/00/0000,Ex analisi,-,0,-,-,-,-,"SIUK4520 - UKPBR136aSampe - EDS 23/06/2015
",Not tested,Not tested,Not tested,0
2374,undefined,Anatase,-,-,-,Maria_Luisa_01,Tipo 4,-,A,29/09/2021,00/00/0000,Donato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2375,undefined,Stilbite group,-,-,-,Beura_01,Tipo 4,-,A,29/09/2021,00/00/0000,Donato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2376,undefined,Rutile,-,-,-,San_Gottardo_01,Tipo 4,-,AA,29/09/2021,00/00/0000,Donato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2377,undefined,Bismuthinite,-,-,-,Montoso_02,Tipo 4,-,A,29/09/2021,00/00/0000,Ex analisi,-,0,-,-,-,-,"SIUK1782 - UKGFN090aMonto - EDS 16/07/2012
",Not tested,Not tested,Not tested,0
2378,undefined,Malachite,-,-,-,Corna_01,Tipo 4,-,A,29/09/2021,00/00/0000,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2379,undefined,Anatase,-,-,-,Baceno_01,Tipo 4,-,AA,29/09/2021,00/00/0000,undefined,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2380,undefined,Brugnatellite,-,-,-,Fubina_01,Tipo 4,-,C,29/09/2021,00/00/0000,Donato,Piero Ambrino,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2381,undefined,Lusernaite-(Y),-,-,-,Luserna_02,Tipo 4,-,B,29/09/2021,00/00/0000,Donato,Graziano Del Core,0,-,-,-,-,-,Not tested,Not tested,Not tested,1
2382,undefined,Monazite-(Ce),-,-,-,Miage_01,Tipo 4,-,A,29/09/2021,00/00/0000,Donato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2383,undefined,Calcite,-,-,-,Molinello_01,Tipo 4,-,AA,29/09/2021,01/01/2009,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2384,undefined,Rutile,-,-,-,Miage_01,Tipo 1,-,A,30/09/2021,00/00/0000,Donato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2385,undefined,Gmelinite-K,-,-,-,Fara_01,Tipo 1,-,A,30/09/2021,00/00/0000,Donato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,1
2386,undefined,Hematite,-,-,-,Miage_01,Tipo 1,-,A,30/09/2021,00/00/0000,Donato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2387,undefined,Hematite,-,-,Quartz - ortoclase,Baveno_01,Tipo 1,-,A,30/09/2021,00/00/0000,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2388,undefined,Dolomite,-,-,"quartz - ""clorite""",Traversella_01,Tipo 1,-,A,30/09/2021,00/00/0000,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2389,undefined,Phillipsite-Ca,-,-,-,Val_Chiampo_01,Tipo 1,-,A,30/09/2021,00/00/0000,Donato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2390,undefined,Kyanite,-,-,-,Sponda_01,Tipo 1,-,A,30/09/2021,00/00/0000,Donato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2391,undefined,Epidote,-,-,grossular,Falin_01,Tipo 1,-,AA,30/09/2021,00/00/0000,Donato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2392,undefined,Braunite,-,-,piemontite,Prabornaz_01,Tipo 1,-,A,30/09/2021,00/00/0000,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,1
2393,undefined,Prehnite,-,-,Epidote,Cadarese_01,Tipo 1,-,A,30/09/2021,00/00/0000,Donato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2394,undefined,Arsenopyrite,-,-,-,Miage_01,Tipo 1,-,A,30/09/2021,00/00/0000,Donato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2395,undefined,Titanite,-,-,Epidote,Cadarese_01,Tipo 1,-,A,30/09/2021,00/00/0000,Donato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2396,undefined,Baryte,-,-,-,Valdagno_01,Tipo 1,-,A,30/09/2021,00/00/0000,Donato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2397,undefined,Sulfur,-,-,barite - galena - siderite,Borgofranco_02,Tipo 1,-,---,30/09/2021,00/00/0000,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2398,undefined,Titanite,-,-,-,Aurina_01,Tipo 1,-,A,30/09/2021,00/00/0000,undefined,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2399,undefined,Piemontite,-,-,Braunite ,Prabornaz_01,Tipo 1,-,A,30/09/2021,00/00/0000,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,1
2400,undefined,Almandine,-,-,"actinolite - ""fuchsite""",Varenche_01,Tipo 1,-,A,30/09/2021,00/00/0000,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2401,undefined,Metalodèvite,-,-,-,Novazza_01,Tipo 1,-,---,10/06/2022,15/05/2022,Scambiato,-,0,Firenze,-,-,-,-,Not tested,Not tested,Not tested,0
2402,undefined,Leifite,-,-,Siderite,Poudrette_01,Tipo 1,-,---,10/06/2022,15/05/2022,Scambiato,-,0,Firenze,-,-,-,-,Not tested,Not tested,Not tested,0
2403,undefined,Calcioburbankite,-,-,Pyrite - dolomite,Poudrette_01,Tipo 1,-,---,10/06/2022,15/05/2022,Scambiato,-,0,Firenze,-,-,-,-,Not tested,Not tested,Not tested,0
2404,undefined,Phenakite,-,-,Synchysite-(Ce),Cuasso_01,Tipo 1,-,---,10/06/2022,15/05/2022,Scambiato,-,0,Firenze,-,-,-,-,Not tested,Not tested,Not tested,0
2405,undefined,Geikielite,-,-,-,San_Vito_01,Tipo 1,-,---,10/06/2022,15/05/2022,Scambiato,-,0,Firenze,-,-,-,-,Not tested,Not tested,Not tested,0
2406,undefined,Magnesioferrite,-,-,Sanidine,Somma_01,Tipo 1,-,---,10/06/2022,15/05/2022,Scambiato,-,0,Firenze,-,-,-,-,Not tested,Not tested,Not tested,0
2407,undefined,Plattnerite,-,-,Emimorphite - fluorite,Paglio_01,Tipo 1,-,---,10/06/2022,15/05/2022,Scambiato,-,0,Firenze,-,Cantiere Martelli,-,-,Not tested,Not tested,Not tested,0
2408,undefined,Adranosite,-,-,-,Vulcano_01,Tipo 1,-,---,10/06/2022,15/05/2022,Scambiato,-,0,Firenze,-,Cantiere Martelli,-,-,Not tested,Not tested,Not tested,1
2409,undefined,Thorianite,-,-,-,Somma_01,Tipo 1,-,---,10/06/2022,15/05/2022,Scambiato,-,0,Firenze,-,-,-,-,Not tested,Not tested,Not tested,0
2410,undefined,Ferroceladonite,-,-,-,Hilaire_01,Tipo 1,-,---,10/06/2022,15/05/2022,Scambiato,-,0,Firenze,-,-,-,-,Not tested,Not tested,Not tested,0
2411,undefined,Goudeyite,-,-,Quartz,Grube_01,Tipo 1,-,---,10/06/2022,15/05/2022,Scambiato,-,0,Firenze,-,-,-,-,Not tested,Not tested,Not tested,0
2412,undefined,Jamborite,-,-,-,Rio_Ossa_01,Tipo 1,-,---,10/06/2022,15/05/2022,Scambiato,-,0,Firenze,-,-,-,-,Not tested,Not tested,Not tested,0
2413,undefined,Hydromagnesite,-,-,dolomite ,Val_di_Serra_01,Tipo 1,-,---,10/06/2022,15/05/2022,Scambiato,-,0,Firenze,-,-,-,-,Not tested,Not tested,Not tested,0
2414,undefined,Zinczippeite,-,-,-,Novazza_01,Tipo 1,-,---,10/06/2022,15/05/2022,Scambiato,-,0,Firenze,-,-,-,-,Not tested,Not tested,Not tested,0
2415,undefined,Talmessite,-,-,-,Gold_Hill_01,Tipo 1,-,---,10/06/2022,15/05/2022,Scambiato,-,0,Firenze,-,-,-,-,Not tested,Not tested,Not tested,0
2416,undefined,Gold,-,-,-,Furtei_01,Tipo 1,-,---,10/06/2022,15/05/2022,Scambiato,-,0,Firenze,-,-,-,-,Not tested,Not tested,Not tested,0
2417,undefined,Marcasite,-,-,-,Sillaro_01,Tipo 1,-,---,10/06/2022,15/05/2022,Scambiato,-,0,Firenze,-,-,-,-,Not tested,Not tested,Not tested,0
2418,undefined,Polylithionite,-,-,Neptunite,Aris_01,Tipo 1,-,---,10/06/2022,15/05/2022,Scambiato,-,0,Firenze,-,-,-,-,Not tested,Not tested,Not tested,0
2419,undefined,Phillipsite-K,-,-,-,Pollena_01,Tipo 1,-,---,10/06/2022,15/05/2022,Scambiato,-,0,Firenze,-,-,-,-,Not tested,Not tested,Not tested,0
2420,undefined,Natrolite,-,-,Neptunite - pectolite,Aris_01,Tipo 1,-,---,10/06/2022,15/05/2022,Scambiato,-,0,Firenze,-,-,-,-,Not tested,Not tested,Not tested,0
2421,undefined,Otavite,-,-,-,Su_Elzu_01,Tipo 1,-,---,11/06/2022,15/05/2022,Scambiato,-,0,Firenze,-,-,-,-,Not tested,Not tested,Not tested,0
2422,undefined,Sideronatrite,-,-,-,Argentiera_01,Tipo 1,-,---,11/06/2022,15/05/2022,Scambiato,-,0,Firenze,-,-,-,-,Not tested,Not tested,Not tested,0
2423,undefined,Lead,-,-,-,Marsiliana_01,Tipo 1,-,---,11/06/2022,15/05/2022,Scambiato,-,0,Firenze,-,-,-,-,Not tested,Not tested,Not tested,0
2424,undefined,Bastnäsite-(Ce),-,-,Natrolite - aegirine,Aris_01,Tipo 1,-,---,11/06/2022,15/05/2022,Scambiato,-,0,Firenze,-,Pseudomorfosi su sazhinite-(Ce),-,-,Not tested,Not tested,Not tested,0
2425,undefined,Nosean,-,-,Sanidine,Eifel_09,Tipo 1,-,---,11/06/2022,15/05/2022,Scambiato,-,0,Firenze,-,-,-,-,Not tested,Not tested,Not tested,0
2426,undefined,Goslarite,-,-,-,Jemeppe_01,Tipo 1,-,---,11/06/2022,15/05/2022,Scambiato,-,0,Firenze,-,-,-,-,Not tested,Not tested,Not tested,0
2427,undefined,Guilleminite,-,-,-,Musonoi_01,Tipo 1,-,---,11/06/2022,15/05/2022,Scambiato,-,0,Firenze,-,-,-,-,Not tested,Not tested,Not tested,1
2428,undefined,Yuanfuliite,-,-,-,Carmen_01,Tipo 1,-,---,11/06/2022,15/05/2022,Scambiato,-,0,Firenze,-,-,-,-,Not tested,Not tested,Not tested,0
2429,undefined,Acanthite,-,-,-,SanGiovanni_01,Tipo 1,-,---,11/06/2022,15/05/2022,Scambiato,-,0,Firenze,-,-,-,-,Not tested,Not tested,Not tested,0
2430,undefined,Duftite,-,-,-,Tsumeb_01,Tipo 1,-,---,11/06/2022,15/05/2022,Scambiato,Brunello Daniele,0,Firenze,-,-,-,-,Not tested,Not tested,Not tested,0
2431,undefined,Posnjakite,-,-,-,Baccu_01,Tipo 1,-,---,11/06/2022,15/05/2022,Scambiato,-,0,Firenze,-,-,-,-,Not tested,Not tested,Not tested,0
2432,undefined,Eclarite,-,-,-,Blika_01,Tipo 1,-,---,11/06/2022,15/05/2022,Scambiato,-,0,Firenze,-,-,-,-,Not tested,Not tested,Not tested,0
2433,undefined,Bohuslavite,-,-,-,Vena_01,Tipo 1,-,---,11/06/2022,15/05/2022,Scambiato,-,0,Firenze,-,-,-,-,Not tested,Not tested,Not tested,0
2434,undefined,Berthierite,-,-,-,Charbes_01,Tipo 1,-,---,11/06/2022,15/05/2022,Scambiato,-,0,Firenze,-,-,-,-,Not tested,Not tested,Not tested,0
2435,undefined,Cosalite,-,-,-,Laurieras_01,Tipo 1,-,---,11/06/2022,15/05/2022,Scambiato,-,0,Firenze,-,-,-,-,Not tested,Not tested,Not tested,0
2436,undefined,Koechlinite,-,-,Molybdenite,Su_Seinargiu_01,Tipo 1,-,---,11/06/2022,15/05/2022,Scambiato,-,0,Firenze,-,-,-,-,Not tested,Not tested,Not tested,0
2437,undefined,Melanotekite,-,-,-,Langban_01,Tipo 1,-,---,11/06/2022,15/05/2022,Scambiato,Brunello Daniele,0,Firenze,-,-,-,-,Not tested,Not tested,Not tested,1
2438,undefined,Vaesite,-,-,Millerite,Ladri_01,Tipo 1,-,---,11/06/2022,15/05/2022,Scambiato,Brunello Daniele,0,Firenze,-,-,-,-,Not tested,Not tested,Not tested,0
2439,undefined,Linarite,-,-,-,Suvereto_01,Tipo 1,-,---,11/06/2022,15/05/2022,Scambiato,Brunello Daniele,0,Firenze,-,-,-,-,Not tested,Not tested,Not tested,0
2440,undefined,Strontianite,-,-,-,Zorzone_01,Tipo 1,-,---,12/10/2022,09/10/2022,Scambiato,Andrea Canal,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2441,undefined,Hemimorphite,-,-,Smithsonite,Trisa_01,Tipo 1,-,---,12/10/2022,09/10/2022,Scambiato,Andrea Canal,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2442,undefined,Brochantite,-,-,Chrysocolla,Bovo_01,Tipo 1,-,---,12/10/2022,09/10/2022,Scambiato,Andrea Canal,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
