codice,posizione,specie,varieta,alias,associazione,cod_loc,dimensionamento,dimensioni,qualita,data_ins,data_acq,mod_acq,acquisito_da,costo,luogo_acq,scambiato_per,note,referenza,descrizione,fluor_lw,fluor_sw,radioattivo,tl
2155,undefined,Canosioite,-,-,-,Valletta_01,Tipo 1,-,A,10/06/2018,01/11/2016,Scambiato,Roberto Bracco,0,Robilante,-,-,-,-,Not tested,Not tested,Not tested,1
2156,undefined,Ellenbergerite,-,-,-,Paris_01,Tipo 1,-,A,13/06/2018,00/00/0000,Donato,Beppe Finello,0,-,-,-,-,-,Not tested,Not tested,Not tested,1
2157,undefined,Grossular,-,-,Diopside - giadeite,Tour_Real_01,Tipo 1,-,AA,13/06/2018,00/00/0000,Scambiato,Vincenzo Miletto,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2158,undefined,Wollastonite,-,-,Ferro-hornblende,Somma_01,Tipo 1,-,A,13/06/2018,00/00/0000,undefined,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2159,undefined,Heulandite-K,-,-,analcime - calcite - mordenite,Nulvi_01,Tipo 4,-,A,13/06/2018,00/00/0000,Scambiato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2160,undefined,Diamond,-,-,Incluso in spessartite,Cignana_01,Tipo 1,-,C,13/06/2018,00/00/0000,Donato,Piero Ambrino,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2161,undefined,Gordaite,-,-,-,Hettstedt_01,Tipo 1,-,B,13/06/2018,00/00/0000,undefined,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2162,undefined,Hinsdalite,-,-,-,Schone_Aussicht_01,Tipo 4,-,A,13/06/2018,00/00/0000,Scambiato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2163,undefined,Rhönite,-,-,-,Eifel_02,Tipo 1,-,A,13/06/2018,21/02/2010,Scambiato,G. Fretti,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
2164,undefined,Ciriottiite,-,-,-,Tavagnasco_01,Tipo 1,-,AA,13/06/2018,00/00/0000,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,1
2165,undefined,Ciriottiite,-,-,-,Tavagnasco_01,Tipo 1,-,AA,13/06/2018,00/00/0000,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,1
2166,undefined,Tiragalloite,-,-,-,Gambatesa_01,Tipo 1,-,AA,13/06/2018,01/11/2016,Scambiato,Roberto Bracco,0,Robilante,-,-,-,-,Not tested,Not tested,Not tested,0
2167,undefined,Gamagarite,-,-,-,Valletta_01,Tipo 1,-,B,14/06/2018,01/11/2016,Scambiato,Roberto Bracco,0,Robilante,-,-,-,-,Not tested,Not tested,Not tested,0
2168,undefined,Cortesognoite,-,-,-,Molinello_01,Tipo 1,-,C,14/06/2018,01/11/2016,Scambiato,Roberto Bracco,0,Robilante,-,-,-,-,Not tested,Not tested,Not tested,1
2169,undefined,Orientite,-,-,-,Cerchiara_01,Tipo 1,-,A,14/06/2018,01/11/2016,Scambiato,-,0,Robilante,-,-,-,-,Not tested,Not tested,Not tested,0
2170,undefined,Sursassite,-,-,-,Falotta_01,Tipo 1,-,A,14/06/2018,01/11/2016,Scambiato,-,0,Robilante,-,-,-,-,Not tested,Not tested,Not tested,0
2171,undefined,Fluorapatite,-,-,Anorthite,Vetralla_05,Tipo 1,-,A,14/06/2018,00/00/0000,Donato,Piero Ambrino,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2172,undefined,Titanite,-,-,Andradite - sanidine,Montenero_01,Tipo 1,-,A,14/06/2018,00/00/0000,Donato,Piero Ambrino,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2173,undefined,Zircon,-,-,Magnetite - thorite - ,Vetralla_01,Tipo 1,-,A,14/06/2018,00/00/0000,Donato,Piero Ambrino,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2174,undefined,Zircon,-,-,Titanite,Bassano_01,Tipo 1,-,A,14/06/2018,00/00/0000,Donato,Piero Ambrino,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2175,undefined,Hematite,-,-,Hauyna - pirosseno,San_Vito_01,Tipo 1,-,A,14/06/2018,00/00/0000,Donato,Piero Ambrino,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2176,undefined,Afghanite,-,-,-,Vetralla_02,Tipo 1,-,A,14/06/2018,00/00/0000,Donato,Piero Ambrino,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2177,undefined,Fluoro-edenite,-,-, Hematite,Biancavilla_01,Tipo 1,-,A,15/06/2018,01/11/2016,Scambiato,-,0,Robilante,-,-,-,-,Not tested,Not tested,Not tested,1
2178,undefined,Noelbensonite,-,-,-,Cerchiara_01,Tipo 1,-,C,15/06/2018,01/11/2016,Scambiato,-,0,Robilante,-,-,-,-,Not tested,Not tested,Not tested,0
2179,undefined,Volborthite,-,-,-,Pietraporzio_01,Tipo 1,-,A,15/06/2018,01/11/2016,Scambiato,Simone Ferrero,0,Robilante,-,-,-,-,Not tested,Not tested,Not tested,0
2180,undefined,Anatase,-,-,Rutile,Valgrisanche_01,Tipo 1,-,A,09/02/2019,05/06/2018,Scambiato,FL. Bonino,0,Tavagnasco,-,-,-,-,Not tested,Not tested,Not tested,0
2181,undefined,Pyromorphite,-,-,-,Mas_Dieu_01,Tipo 1,-,AA,09/02/2019,05/06/2018,Scambiato,R. Pècorini,0,Tavagnasco,-,-,-,-,Not tested,Not tested,Not tested,0
2182,undefined,Mimetite,-,-,-,Traversella_01,Tipo 1,-,B,09/02/2019,05/06/2018,Scambiato,F.L. Bonino,0,Traversella,-,-,-,-,Not tested,Not tested,Not tested,0
2183,undefined,Carbonatecyanotrichite,-,-,-,Widowmaker_01,Tipo 1,-,A,09/02/2019,05/06/2018,Scambiato,R. Pècorini,0,Tavagnasco,-,-,-,-,Not tested,Not tested,Not tested,0
2184,undefined,Scheelite,-,-,-,Traversella_2,Tipo 1,-,---,09/02/2019,05/06/2018,Scambiato,F.L. Bonino,0,Traversella,-,-,-,-,Not tested,Not tested,Not tested,0
2185,undefined,Clinoatacamite,-,-,Theisite - tyrolite - azurite,Amorosa_01,Tipo 1,-,A,09/02/2019,05/06/2018,Scambiato,R. Pècorini,0,Tavagnasco,-,-,-,-,Not tested,Not tested,Not tested,0
2186,undefined,Clinochlore,Kammererite (cromifero),-,-,Kop_Krom_01,Tipo 1,-,A,09/02/2019,05/06/2018,Scambiato,-,0,Traversella,-,-,-,-,Not tested,Not tested,Not tested,0
2187,undefined,Elbaite,-,-,-,Piaui_01,Tipo 1,-,A,09/02/2019,05/06/2018,Scambiato,-,0,Tavagnasco,-,-,-,-,Not tested,Not tested,Not tested,0
2188,undefined,Pumpellyite-(Fe2+),-,-,Clinozoisite,Arenales_01,Tipo 1,-,A,09/02/2019,05/06/2018,Scambiato,-,0,Tavagnasco,-,-,-,-,Not tested,Not tested,Not tested,0
2189,undefined,Cookeite,-,-,Quarzo,Ecrins_01,Tipo 1,-,B,10/02/2019,19/02/2017,Scambiato,-,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
2190,undefined,Juanitaite,-,-,-,Gold_Hill_01,Tipo 1,-,B,10/02/2019,19/02/2017,Scambiato,-,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,1
2191,undefined,Schafarzikite,-,-,-,Kriznica_01,Tipo 1,-,A,10/02/2019,19/02/2017,Scambiato,-,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,1
2192,undefined,Zinkenite,-,-,Siderite,Sain_Pons_01,Tipo 1,-,A,10/02/2019,19/02/2017,Scambiato,-,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
2193,undefined,Shuiskite-(Mg),-,-,Uvarovite,Saranovskji_01,Tipo 1,-,A,10/02/2019,19/02/2017,Scambiato,-,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
2194,undefined,Laueite,-,-,-,Cigana_01,Tipo 1,-,A,10/02/2019,19/02/2017,Scambiato,-,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
2195,undefined,Tavorite,-,-,-,Serra_Branca_01,Tipo 1,-,A,10/02/2019,19/02/2017,Scambiato,-,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
2196,undefined,Mandarinoite,-,-,-,El_Dragon_01,Tipo 1,-,A,10/02/2019,19/02/2017,Scambiato,-,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
2197,undefined,Dadsonite,-,-,-,Sain_Pons_01,Tipo 1,-,A,10/02/2019,19/02/2017,Scambiato,-,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
2198,undefined,Yuksporite,-,-,-,Eveslogchorr Mt_01,Tipo 1,-,C,10/02/2019,19/02/2017,Scambiato,-,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
2199,undefined,Brandtite,-,-,-,Montenero_02,Tipo 1,-,C,10/02/2019,19/02/2017,Scambiato,-,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
2200,undefined,Monazite-(Ce),-,-,-,Cervandone_01,Tipo 1,-,AA,10/02/2019,19/02/2017,Scambiato,-,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
2201,undefined,Riversideite,-,-,-,Crestmore_01,Tipo 1,-,C,10/02/2019,19/02/2017,Scambiato,-,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,1
2202,undefined,Sasaite,-,-,-,Breitenau_01,Tipo 1,-,B,10/02/2019,19/02/2017,Scambiato,-,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,1
2203,undefined,Bismutite,-,-,-,Grube_01,Tipo 1,-,B,10/02/2019,19/02/2017,Scambiato,-,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
2204,undefined,Gageite,-,-,-,Montenero_02,Tipo 1,-,A,10/02/2019,19/02/2017,Scambiato,-,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
2205,undefined,Cuprostibite,-,-,-,Vialas_01,Tipo 1,-,A,10/02/2019,19/02/2017,Scambiato,-,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
2206,undefined,Berthierite,-,-,-,Camaggiore_01,Tipo 1,-,B,10/02/2019,19/02/2017,Scambiato,-,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
2207,undefined,Titanite,-,-,Hematite - quartz,Cervandone_01,Tipo 1,-,A,10/02/2019,19/02/2017,Scambiato,-,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
2208,undefined,Kingsmountite,-,-,-,Waidhaus_01,Tipo 1,-,A,10/02/2019,19/02/2017,Scambiato,-,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
2209,undefined,Liebigite,-,-,-,Schwartzwalder_01,Tipo 1,-,A,10/02/2019,19/02/2017,Scambiato,-,0,Genova,-,-,-,-,Not tested,Not tested,Not tested,0
2210,undefined,Cuprite,-,-,-,Villecun_01,Tipo 1,-,AA,10/02/2019,05/06/2018,Scambiato,-,0,Tavagnasco,-,-,-,-,Not tested,Not tested,Not tested,0
2211,undefined,Anapaite,-,-,-,Bellver_01,Tipo 1,-,AA,10/02/2019,05/06/2018,Scambiato,-,0,Tavagnasco,-,-,-,-,Not tested,Not tested,Not tested,0
2212,undefined,Monazite-(Ce),-,-,Hematite - anatase - rutile,Iselle_01,Tipo 1,-,AA,10/02/2019,05/06/2018,Scambiato,-,0,Tavagnasco,-,-,-,-,Not tested,Not tested,Not tested,0
2213,undefined,Camérolaite,-,-,-,Ceilhes_01,Tipo 1,-,A,10/02/2019,05/06/2018,Scambiato,-,0,Tavagnasco,-,-,-,-,Not tested,Not tested,Not tested,0
2214,undefined,calcite,-,-,-,Cuasso_01,Tipo 1,-,A,15/05/2019,00/00/0000,undefined,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2215,undefined,Andradite,Topazolite,-,-,Lanzo_03,Tipo 1,-,A,15/05/2019,06/06/2009,Acquistato,Marco Macchieraldo,5,Lanzo ,-,-,-,-,Not tested,Not tested,Not tested,0
2216,undefined,Strontianite,-,-,Celestine,Baggero_01,Tipo 1,-,A,15/05/2019,00/00/0000,undefined,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2217,undefined,Brookite,-,-,-,Valdieri_01,Tipo 1,-,A,15/05/2019,00/00/0000,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2218,undefined,Brookite,-,-,-,Valdieri_01,Tipo 1,-,A,15/05/2019,00/00/0000,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2219,undefined,Marcasite,-,-,-,Francon_01,Tipo 1,-,A,15/05/2019,00/00/0000,Donato,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2220,undefined,Aragonite,-,-,-,Borgofranco_01,Tipo 1,-,A,15/05/2019,00/00/0000,Raccolto personalmente,-,0,-,-,Analizzata - campione MI22 - SIUK ,-,-,Not tested,Not tested,Not tested,0
2221,undefined,Tridymite,-,-,-,Lagarto_01,Tipo 1,-,A,15/05/2019,00/00/0000,undefined,-,0,-,-,Analizzato - SIUK 1785,-,-,Not tested,Not tested,Not tested,0
2222,undefined,Talc,-,-,-,Varenche_01,Tipo 1,-,B,15/05/2019,00/00/0000,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2223,undefined,Pyromorphite,-,-,-,Grube_01,Tipo 1,-,A,15/05/2019,00/00/0000,Raccolto personalmente,-,0,-,-,Analizzato - M106 e M107,-,-,Not tested,Not tested,Not tested,0
2224,undefined,Mordenite,-,-,-,Lagarto_01,Tipo 4,-,B,18/05/2019,00/00/0000,undefined,-,0,-,-,Analizzato - SIUK 1786,-,-,Not tested,Not tested,Not tested,0
2225,undefined,Mimetite,Agardite-(Y),-,-,Montoso_02,Tipo 4,-,A,18/05/2019,00/00/0000,undefined,-,0,-,-,Analizzato - SIUK 1861 e 1862,-,-,Not tested,Not tested,Not tested,0
2226,undefined,Olivenite,-,-,Malachite,Corna_01,Tipo 4,-,B,18/05/2019,00/00/0000,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2227,undefined,Gypsum,-,-,-,Varenche_01,Tipo 4,-,B,18/05/2019,00/00/0000,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2228,undefined,Vigezzite,-,-,-,Baveno_01,Tipo 4,-,A,19/05/2019,00/00/0000,undefined,-,0,-,-,Analizzato - SIUK 1240,-,-,Not tested,Not tested,Not tested,0
2229,undefined,Tetrahedrite,-,-,-,Cuccagna_01,Tipo 4,-,A,19/05/2019,00/00/0000,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2230,undefined,Hydroxycalciomicrolite,-,-,-,Alpe_Rosso_01,Tipo 4,-,B,19/05/2019,00/00/0000,undefined,-,0,-,-,Analizzato - SIUK4508,-,-,Not tested,Not tested,Not tested,0
2231,undefined,Malachite,-,-,-,Fenice_01,Tipo 4,-,A,19/05/2019,00/00/0000,undefined,-,0,-,-,Analizzato - SIUK4508,-,-,Not tested,Not tested,Not tested,0
2232,undefined,Serpierite,-,-,-,Trentini_01,Tipo 4,-,B,19/05/2019,00/00/0000,undefined,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2233,undefined,Monazite-(Ce),-,-,Rutile (sagenite),Miage_01,Tipo 4,-,A,19/05/2019,00/00/0000,undefined,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2234,undefined,Rutile,-,-,-,Miage_01,Tipo 4,-,A,19/05/2019,00/00/0000,undefined,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2235,undefined,Harmotome,-,-,Analcime,Calvarina_01,Tipo 4,-,A,19/05/2019,00/00/0000,undefined,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2236,undefined,Bournonite,-,-,-,Brosso_01,Cabinet,-,A,22/05/2019,00/00/0000,undefined,-,0,-,-,Livello San Giuseppe,-,-,Not tested,Not tested,Not tested,0
2237,undefined,Aragonite,-,-,Hydromagnesite,Roccamurata_01,Cabinet,-,A,22/05/2019,00/00/0000,undefined,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2238,undefined,Hydromagnesite,-,-,Aragonite,Roccamurata_01,Cabinet,-,A,22/05/2019,00/00/0000,undefined,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2239,undefined,Quartz,Calcedonio,-,-,Motta_01,Cabinet,-,A,22/05/2019,00/00/0000,undefined,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2240,undefined,Rutile,-,-,-,Graves_01,Cabinet,-,A,22/05/2019,00/00/0000,undefined,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2241,undefined,Agrellite,-,-,-,Kipawa_01,Tipo 1,-,C,10/09/2019,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,1
2242,undefined,Castellaroite,-,-,-,Montenero_02,Tipo 1,-,B,10/09/2019,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,1
2243,undefined,Enstatite,-,-,Fluoro-edenite - Fluorophlogopite - Zircon?,Courlande_01,Tipo 1,-,A,10/09/2019,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2244,undefined,Polydymite,-,-,-,Gruneau_01,Tipo 1,-,A,10/09/2019,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,1
2245,undefined,Osumilite-(Mg),-,-,-,Hayami-gun_01,Tipo 1,-,A,10/09/2019,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2246,undefined,Magnesiokoritnigite,-,-,-,Torrecillas_01,Tipo 1,-,A,10/09/2019,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,1
2247,undefined,Sincosite,-,-,-,Ross-Hannibal_01,Tipo 1,-,C,10/09/2019,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2248,undefined,Tilleyite,-,-,-,Crestmore_01,Tipo 1,-,B,10/09/2019,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,1
2249,undefined,Pottsite,-,-,Clinobisvanite,Linka_01,Tipo 1,-,C,10/09/2019,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,1
2250,undefined,Churchite-(Y),-,-,-,Leonie_01,Tipo 1,-,A,10/09/2019,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2251,undefined,Franklinite,-,-,-,Franklin_01,Tipo 1,-,B,10/09/2019,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,1
2252,undefined,Mimetite,Prixite,-,Cerussite,Molerats_01,Tipo 1,-,A,10/09/2019,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2253,undefined,Ludlamite,-,-,Siderite,Salsigne_01,Tipo 1,-,A,10/09/2019,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2254,undefined,Thermessaite,-,-,-,Vulcano_01,Tipo 1,-,A,10/09/2019,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,1
2255,undefined,Raite,-,-,-,Yubileinaya_01,Tipo 1,-,B,10/09/2019,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,1
2256,undefined,Kobellite-tintinaite serie,-,-,Arsenopiryte,Fumade_01,Tipo 1,-,C,10/09/2019,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2257,undefined,Fluorophlogopite,-,-,Enstatite - hematite,Courlande_01,Tipo 1,-,A,10/09/2019,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2258,undefined,Pharmacolite,-,-,-,Lavrion_04,Tipo 1,-,A,10/09/2019,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2259,undefined,Pascoite,-,-,-,D-Day_01,Tipo 1,-,B,10/09/2019,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2260,undefined,Brewsterite-Sr,-,-,-,Strontian_01,Tipo 1,-,A,10/09/2019,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,1
2261,undefined,Maricopaite,-,-,-,Moon_Anchor_01,Tipo 1,-,C,10/09/2019,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,1
2262,undefined,Fantappièite,-,-,-,Fosso_Nova_01,Tipo 1,-,A,10/09/2019,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2263,undefined,Zirconolite,-,-,-,Eifel_09,Tipo 1,-,B,10/09/2019,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2264,undefined,Alwilkinsite-(Y),-,-,-,Daone_01,Tipo 1,-,C,10/09/2019,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2265,undefined,Kinoite,-,-,Apophillite,Christmas_01,Tipo 1,-,A,10/09/2019,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2266,undefined,Timroseite,-,-,Khinite,Bird_Nest_01,Tipo 1,-,C,10/09/2019,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,1
2267,undefined,Khinite,-,-,Timroseite,Bird_Nest_01,Tipo 1,-,C,10/09/2019,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2268,undefined,Teallite,-,-,-,Carguaicollo_01,Tipo 1,-,B,10/09/2019,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2269,undefined,Häggite,-,-,Goldmanite - ansermetite - pascoite,Gambatesa_01,Tipo 1,-,C,10/09/2019,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2270,undefined,Ansermetite,-,-,Goldmanite - häggite - pascoite,Gambatesa_01,Tipo 1,-,C,10/09/2019,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2271,undefined,H?leniusite-(La),-,-,Cerite - ferriallanite-(Ce),Bastnas_01,Tipo 1,-,C,10/09/2019,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,1
2272,undefined,Ferriallanite-(Ce),-,-,Cerite - H?leniusite-(La),Bastnas_01,Tipo 1,-,C,10/09/2019,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2273,undefined,Smithite,-,-,-,Lengenbach_01,Tipo 1,-,C,11/09/2019,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,1
2274,undefined,Chiavennite,-,-,Tvedalite,A/S_01,Tipo 1,-,C,11/09/2019,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2275,undefined,Tvedalite,-,-,Chiavennite,A/S_01,Tipo 1,-,C,11/09/2019,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2276,undefined,Apachite,-,-,Gilalite,Christmas_01,Tipo 1,-,B,11/09/2019,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2277,undefined,Hendricksite,-,-,-,Sterling_Hill_01,Tipo 1,-,B,11/09/2019,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2278,undefined,Boltwoodite,-,-,-,Mondei_01,Tipo 1,-,C,11/09/2019,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2279,undefined,Zincaluminite,-,-,-,Genna_zinc_01,Tipo 1,-,A,11/09/2019,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2280,undefined,Clinoferrosilite,-,-,-,Sant'Antioco_01,Tipo 1,-,A,11/09/2019,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2281,undefined,Clinoferrosilite,-,-,-,Sant'Antioco_01,Tipo 1,-,A,11/09/2019,08/09/2019,Scambiato,-,0,Cremona,-,-,-,-,Not tested,Not tested,Not tested,0
2282,undefined,Beudantite,-,-,-,Tavagnasco_04,Tipo 1,-,AA,31/08/2021,00/00/0000,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2283,undefined,Dravite,-,-,Piemontite,Gensane_01,Tipo 4,-,A,31/08/2021,00/00/0000,Donato,Piero Ambrino,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2284,undefined,Wulfenite,-,-,-,Forche_01,Tipo 1,-,A,31/08/2021,00/00/0000,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2285,undefined,Boulangerite,-,-,Bournonite,Borgofranco_05,Tipo 1,-,A,31/08/2021,00/00/0000,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2286,undefined,Zircon,-,-,Monazite-(Ce),Miage_01,Tipo 1,-,A,31/08/2021,00/00/0000,undefined,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2287,undefined,Molybdenite,-,-,-,Verampio_01,Tipo 1,-,A,31/08/2021,00/00/0000,undefined,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2288,undefined,Conichalcite,-,-,Malachite,Corna_01,Tipo 1,-,A,31/08/2021,15/10/2013,Acquistato,Mario Caiolo,2,-,-,-,-,"Sull'etichetta indicato ""Giacimento n.2""",Not tested,Not tested,Not tested,0
2289,undefined,Schorl,-,-,-,Beura_01,Tipo 1,-,A,31/08/2021,00/00/0000,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2290,undefined,Fluorapatite,-,-,-,Miage_01,Tipo 1,-,A,31/08/2021,00/00/0000,undefined,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2291,undefined,Heulandite-Ca,-,-,Epidote,Cadarese_01,Tipo 4,-,A,31/08/2021,00/00/0000,undefined,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2292,undefined,Rutile,-,-,Quartz - albite,Crevola_01,Tipo 1,-,AA,31/08/2021,00/00/0000,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2293,undefined,Haüyne,-,-,-,Pollena_01,Tipo 1,-,B,31/08/2021,00/00/0000,undefined,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2294,undefined,Anatase,-,-,-,Triolet_01,Tipo 1,-,A,31/08/2021,00/00/0000,undefined,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2295,undefined,Diopside,-,-,Vesuvianite,Fubina_01,Tipo 1,-,A,31/08/2021,00/00/0000,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2296,undefined,Arsenopyrite,-,-,-,Traversella_01,Tipo 1,-,A,31/08/2021,00/00/0000,undefined,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
2297,undefined,Copper,-,-,-,Tavagnasco_03,Tipo 1,-,AA,31/08/2021,00/00/0000,Raccolto personalmente,-,0,-,-,-,-,-,Not tested,Not tested,Not tested,0
