cod_loc	cava_min	loc_monte	valle 	comune	distr_pref	provincia	regione	dipartimento	stato	nazione	note	cod_mindat
Wenzel_01	Wenzel Mine, Frohnbach valley, Oberwolfach, Wolfach, Black Forest, Baden-Württemberg, Germany											1781
Werfen_01	Werfen, Salzburg, Austria											273
Wessel_01	Wessels Mine (Wessel's Mine), Hotazel, Kalahari manganese fields, Northern Cape Province									South Africa		3071
Wheal_01	Wheal Phoenix (Phoenix United Mine; West Phoenix Mine), Linkinhorne, Caradon & Phoenix Area (South-Eastern Bodmin Moor), Liskeard District, Cornwall, England									United Kingdom		1050
Widowmaker_01	Widowmaker Mine, Fry Mesa, White Canyon, San Juan Co., Utah									U.S.A.		135091
Wittichen_01	Schmiedestollen dump, Wittichen, Schenkenzell, Black Forest, Baden-Wurttemberg									Germany		4431
Wolf_Creek_01		Treasure Falls locality, Wolf Creek Pass			Creede Distr.	Mineral Co.			Colorado	U.S.A.		56032
Wombat_01	Wombat hole prospect, Morass Creek gorge, Benambra, Victoria									Australia		1978
Xianghualing_01	Xianghualing Mine, Linwu Co., Chenzhou Prefecture, Hunan Province									Cina		715
Yangshuo_01	Yangshuo Mine, Yangshuo Co., Guilin Prefecture, Guangxi Zhuang Autonomous Region, China											5961
Yubileinaya_01	Yubileinaya pegmatite (Yubileinoye; Jubilejnaja), Karnasurt Mt, Lovozero Massif, Murmansk Oblast									Russia		
Yuma_01	Yuma Co.								Arizona	U.S.A.		18497
Zareh_Shuran_01	Zareh Shuran Mine, Takab, West Azarbaijan Province									Iran		25142
Zebrù_01			Val Zebrù, Valfurva	Sondrio			Lombardia			Italia		212168
Zebrù_02		Vedretta della Miniera	Val Zebrù, Valfurva	Sondrio			Lombardia			Italia		134365
Zeilberg_01	Zeilberg Quarry			Maroldsweisach		Franken	Bayern			Germany		12427
Zippiri_01	Miniera di Monte Zippiri (min. S'Acqua Cotta)			Villasor		Sud Sardegna	Sardegna			Italia		235402
Zogno_01	Min. di Camissinone		Val Brembana	Zogno		Bergamo	Lombardia			Italia		56884
Zorzone_01	Miniera di Zorzone		Val Vedra, Val Brembana	Oltre il Colle		Bergamo	Lombardia			Italia		7751
Zuni_Mine_01	Zuni Mine (Zuñi Mine), Anvil Mountain, Silverton, Silverton District, San Juan Co., Colorado									U.S.A.		3673
